Name,Direct Link,Hashtags,Description,Pricing model,Coupon,Has Coupon,Has Free Trial,Realated Videos
Perplexity for Chrome,https://chrome.google.com/webstore/detail/perplexity-ask-ai/hlgbcneanomplepojfcnclggenpcoldo,"Chat, Productivity",This is Perplexity.ai Google Chrome extension that allows users to quickly ask questions from their toolbar and get answers with summarized sources and citations. It enhances the search engine experience on Google and Bing by providing answers to users one click away.,Free,,FALSE,FALSE,"https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2Fs80eizs-ak8%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Ds80eizs-ak8&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fs80eizs-ak8%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube, https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FMf0X7RR2eFU%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DMf0X7RR2eFU&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FMf0X7RR2eFU%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube"
MakeMyTale,https://makemytale.com,Generative Art,"MakeMyTale tool is a website that enables users to generate and read AI-generated stories for children. It allows users to specify the genre, age range and keyword for the story, and then generates a story for them to read. The website also features popular stories and allows users to rate them. Additionally, the website provides information about copyright, privacy policy and terms of service.",Paid,,FALSE,TRUE,
Frank AI,https://franks.ai,Chat,"Frank is an AI assistant that helps users find information quickly, write, summarize, and generate text quickly. It also allows users to customize responses and provides a drag-and-drop image generation feature.",Freemium,,FALSE,FALSE,
CodeWP,https://codewp.ai,Generative Code,"CodeWP is an AI code generator built and trained specifically for WordPress. It helps WordPress creators quickly generate code snippets for WordPress, WooCommerce, and other popular plugins. It saves users from trial and error and tedious StackOverflow searches. It also has features such as the ability to save, export and share snippets, multilingual support, and an AI-trained library of snippets and solutions.",Free,,FALSE,FALSE,
AI Competence,https://freshly.ai/discuro-form,Finance,"The Freshly.ai website is a tool that provides users with a free AI (GPT-3 powered) value accruement report of companies in around 10 seconds. Users can enter the name of the company they are interested in, and will receive a report outlining important information about it. The website also provides resources and inspiration to the AI community.",Free,,FALSE,FALSE,
aiart.fm,https://aiart.fm,Generative Art,"The AIArt.fm tool enables users to generate artwork using AI technology. With this tool, users can unleash their creativity and explore the potential of AI-generated art.",Free,,FALSE,FALSE,
background.lol,https://www.background.lol,Image Improvement,"Background.lol tool generates AI-generated wallpapers in seconds, allowing users to create unique visuals with a combination of anime, sunset, space, futuristic, forest, and world elements. It also provides the option to upscale images to 4K resolution.",Free,,FALSE,FALSE,
Lately.ai,https://www.lately.ai,Marketing,"Lately.ai is an AI powered content generator and social media management platform that repurposes longform text, video and podcasts. It uses AI to generate meaningful words that convert with the world's most human A.I. It automatically atomizes any longform video, audio, or text into dozens of pre-tested social media posts designed to magnify engagement. Additionally, it can re-purpose longform content from multiple languages. It is designed to help users generate high-performing, transformative social media content and unlock the power of longform content.",Paid,,FALSE,TRUE,
AiBERT,https://aibert.co,Chat,"The AiBERT Bot is a WhatsApp Bot that allows users to instantly generate stunning visuals and ChatGPT results with the simple text of a message. It is integrated with WhatsApp and is fully secure with end-to-end encyption. Users can choose between monthly or pay-as-you-go pricing packages. It is trusted by top AI influencers, and is being positively reviewed by users.",Paid,,FALSE,TRUE,
FigCopy,https://www.figma.com/community/plugin/1193862725329562677/FigCopy,Marketing,"FigCopy is a tool that helps UI designers generate realistic and engaging copy for their designs. With just a click, users can add high-quality text to their designs, saving them time and effort.",Paid,,FALSE,TRUE,
Rem BG,https://www.rembg.pics,Image Improvement,"RemBG uses AI to automatically remove the background from a photo. It is powered by Replicate and Vercel, and was inspired by @nutlope, with a model created by @cjwbw and recreated by @aaronbuildsmeta.",Free,,FALSE,FALSE,
Google Colab Copilot,https://copilot.naklecha.com,Productivity,"Google Colab Copilot is an implementation of GitHub copilot on Google Colab, which eliminates the need to constantly switch between tabs. It enables users to easily access the OpenAI API and paste a Javascript script on their console in Google Colab with just a few simple steps. After that, one can simply press Shift+Alt+Enter to activate the script and enjoy the benefits of the tool.",Google Colab,,FALSE,FALSE,
Magick,https://www.magickml.com,Productivity,"Magick is a low-code, no-code AI platform that makes it simple for developers and non-developers alike to build powerful AI applications. The platform offers a user-friendly, visual-builder interface, pre-made templates, access to multiple ML providers, and the ability to deploy AI components across multiple services. Magick's team of brilliant minds is committed to making AI accessible to everyone.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Flowrite,https://www.flowrite.com,Productivity,"Flowrite is a Chrome extension that helps users write emails and messages 5x faster. It offers a smart template gallery that covers the most common emails across roles and teams, as well as a one-click draft generator. It also provides users with a tone selector to make sure the recipient reacts as expected. Flowrite is trusted by professionals and early adopters, and has been praised for its ability to save time and increase productivity.",Paid,,FALSE,TRUE,
CAREERDEKHO Ai,https://careerdekho.ai,Self-Improvement,"CareerDekho is an AI-powered career discovery tool that helps users find the perfect career fit for them. It provides personalized AI career suggestions and free services such as a detailed career path from college to job step-by-step, a free 1:1 call with a career discovery session, and user reviews. This tool is designed to help users take control of their future and find a career that aligns with their values and interests.",Free,,FALSE,FALSE,
Deepreview,https://www.deepreview.io,Marketing,"Deepreview is an AI-powered review tool that enables users to obtain deep insights about their audience. It provides personalized interaction between AI bots and users, allowing for tailored questions and answers. Deepreview also provides powerful analytics to analyze thousands of responses and obtain review summaries and evaluations. Pricing is simple and flexible, with users only paying for the number of responses they receive per review.",Paid,,FALSE,FALSE,
UGC Scripts,https://www.ugcscripts.com,Copywriting,"UGC Scripts is an AI copywriting tool that helps content creators save time and overcome creative blocks. It helps streamline the creative process by allowing brands to quickly test new, unique concepts and nail the messaging that resonates with their audience. Users can input their brand details, such as a specific product and 2-4 value props, and get script results which they can then edit to meet the voice of the brand. They can also add additional context, such as an event, setting, feeling, or persona, and save the script to their script catalog for easy reference and copy. UGC Scripts offers plans for creators and teams of all sizes, with access to a library of free scripts, tech support, and a partner program.",Paid,,FALSE,FALSE,
Ask Buzzing AI,https://ask.buzzingai.com,Marketing,"Ask Buzzing Ai is a tool to generate content like tweets, blogs, product description and much more.",Free,,FALSE,FALSE,
Optimo,https://askoptimo.com,Marketing,"Optimo is a free AI-powered marketing tool that helps marketers save time and get instant results. It offers a variety of tools, including Instagram captions, ads, copywriting, SEO, video, and email, to help marketers quickly and easily complete their marketing tasks. It also provides popular tools such as blog post titles, keyword clusters, blog post briefs, Facebook ads, and Google ad headlines. Optimo was created by FATJOE, an on-demand SEO & Marketing Services platform.",Free,,FALSE,FALSE,
Safurai,https://www.safurai.com,Generative Code,"Safurai is an AI Code Assistant that helps developers solve bugs, refactor code, generate new code, create documentation, and more. It is currently in public beta and is free for everyone. It is compatible with multiple IDEs such as VS Code, VStudio, IntelliJ, PyCharm, and Rider. It also encourages faster tasks and more focus. It is free and is backed by tests and feedback from developers.",Free,,FALSE,FALSE,
Deepsearch,https://www.mycelebs.com/deepsearch,Chat,AI Keytalk is a semantic search system designed to help users find the most relevant results based on their search intent. It is optimized for specific industry verticals and is powered by a Recommendation AI that delivers reliable and personalized product recommendations at scale. It also utilizes Generative AI tools such as GPT to support creative functions. AI Keytalk can be integrated into legacy systems and is designed to reduce work and boost productivity.,Free,,FALSE,TRUE,
